input.sentences,output.sentences,persona.age
"['more people showed up to the demonstration than expected .', 'they began their march demanding equal rights .', 'it was civilized although they doubted that was the way the media would portray it .', 'more people came up from behind to join the march .', 'they made speeches with megaphones demanding to be heard by the public .']","['The demonstration was about to begin.', 'It was a march for equal rights.', 'Folks of all ages, nationalities, and ethnicity participated.', 'The streets were filled.', 'Many people spoke to the crowd.']",55-74
"['today was the day .', 'the gang was all there .', 'it was the big game .', 'competition was fierce .', 'it was epic .']","['It was a chilly day for a bike race and bike polo.', 'Each gang took the bike polo game quite seriously.', 'The game got intense in spots.', ""The competition was fierce and players were quick to get in one another's way."", 'It was a very memorable, epic game of bicycle polo.']",45-54
"['we gathered for the fireworks .', 'the crowds got bigger .', 'it wa a beautiful night .', 'the fireworks were amazing .', 'we loved all of them .']","['IT IS A EVENING TIME', 'IT IS A BUILDING', 'IT IS A EVENING TIME', 'IT IS A EVENING TIME', 'IT IS A EVENING TIME']",18-24
"['the red fireworks shoot off on the fourth of july .', 'another one gets ready to explode .', 'wow ! that was a good one .', 'here comes another white one .', 'well | that one was not that great .']","['I tried to look up photos on flickr.', 'Everything was unavailable however.', 'I typed in different search criteria but still nothing.', 'I am beginning to wonder if I can find anything.', 'I rack my brain as I type in search after search, still nothing.']",25-34
"['hey | there is the little dude on my phone .', 'how did he get out .', 'wait | he is escaping .', 'come back here little green dude .', ""okay | you 're back | now can you tell me how i get you back in my phone ?""]","['this android toy seems to be lost.', 'The toy decides to take a journey via a brick road beside a field he was lost in.', 'He then comes upon a spaceship like building or object.', 'He stares at it for quite some time.', 'He then continues his journey.']",55-74
"['we walked up the hill on the beach .', 'we spotted seals near the shore .', ""there was a lizard in it 's habitat ."", 'the waters were very calm .', 'lastly | we spotted a herd of kangaroos .']","['I walked up a hill and found a secret beach.', 'When I got there, I spotted a family of seals by the shore.', 'I saw a lizard in his natural habitat.', 'Watching the waters made me feel calm.', 'The last thing I thought I would spot on the beach was a kangaroo!']",25-34
"['i found a pretty bird with jet black feathers and some bright red ones on its wings .', 'then i saw this weird looking flower when i heard a strange sound .', 'where did it come from ? this bored looking walrus !', ""he 's just watching these birds in the sky ."", 'i watched with it until they flew out of sight .']","['The bird was going to eat seeds off of the ground there was a flood.', ""Fortunately for the bird, the tree's flowers offer nector."", 'The flood dries up to reveal an envious walrus.', 'The walrus calls forth his pelican watch-dogs to keep an eye on the black bird.', 'The pelicans call an army of birds and wage war on the black bird.']",18-24
"['the forest there were many art structures | including a wooden gate .', 'a large boulder was carved for this piece .', 'the trails were lined with downed trees .', 'naturally | the tree provided their own art .', 'a colorful stained glass window hung from a nearby tree .']","['What a strange sight', 'Found another surprising artifact', ""Not sure I've ever seen those before"", 'These can grow up to a 100 feet', 'Found a handmade stain glass picture']",25-34
"['[female] was from a wealthy family that liked to travel .', '[male] was from a wealthy family as well .', '[female] and [male] were married shortly after meeting .', 'they had 2 daughters | the oldest being [female] .', 'the youngest named [female] .']","['A wealthy family will travel even with the female members.', 'This wealthy male decided to take his family.', 'Shortly after meeting his wife he married her and began his family.', 'His female family members contained a daughter and two grandchildren.', 'His daughter named his female grandchildren after her mother.']",25-34
"['today the gang and i decided to go on a groovy adventure !', 'we went to the coast and found some really neat places .', 'old man jenkins even took us out on his boat . jinkies it was neat !', 'he took us to a neat spot and we were really excited !', ""this spot was really neat | but gang we did n't solve any mysteries ! back in the van !""]","['Man i dont even think i can begin to describe to you the amazing time we had, the first thing we did was hop in the  van wich we decked out for the trip', 'travled  400 miles to  a lake in the middle of nowhere and my goodness was it beautiful', 'there where some people hanging out but it wasnt  overall to busy', 'the water was like nothing i had ever seen crystal clear', 'and the view ahh man i just wish you were there']",25-34
